4	23	5	697
4	24	4	682.55
4	25	7	756
4	26	7	728
4	27	8	690
4	28	10	710
4	29	6	702
4	30	11	634
5	1	15	576
5	2	14	589
5	3	10	612
5	4	15	553
5	5	7	629
5	6	9	559
5	7	10	540
5	8	20	485
5	9	19	513
5	10	17	517
5	11	11	517
5	12	16	583
5	13	22	546
5	14	23	545
5	15	22	459
5	16	22	463
5	17	20	476
5	18	21	463
5	19	21	448
5	20	21	450
5	21	20	453
5	22	21	435
5	23	19	420.99
5	24	16	410
5	25	13	416
5	26	10	409
5	27	12	496.01
5	28	14	504.01
5	29	15	487.01
5	30	14	485.01
5	31	17	487.01
6	1	21	472.01
6	2	22	430.01
6	3	17	424
6	4	18	462
6	5	15	469
6	6	14	474.01
6	7	19	454.01
6	8	14	469.01
6	9	17	482.01
6	10	17	440.01
6	11	19	442.01
6	12	22	397.01
6	13	16	408.01
6	14	18	415.01
6	15	18	426.01
6	16	15	459
6	17	16	490
6	18	16	484
6	19	21	524
6	20	19	477
6	21	25	452.01
6	22	20	459.01
6	23	15	463.01
6	24	18	434.01
6	25	26	433.01
6	26	24	426.01
6	27	19	497.01
6	28	20	518.01
6	29	21	488.94
6	30	24	464.96
7	1	25	441.15
7	2	21	440.24
7	3	22	384.58
7	4	22	362.61
7	5	25	362.72
7	6	25	362.86
7	7	29	371.78
7	8	27	392.75
7	9	25	429.71
7	10	25	407.67
7	11	27	415.48
7	12	29	428.51
7	13	29	425.51
7	14	29	389.6
7	15	29	380.23
7	16	29	369.13
7	17	26	364.16
7	18	25	408.09
7	19	28	421.09
7	20	24	400.11
7	21	25	371.19
7	22	28	358.26
7	23	29	352.27
7	24	29	340.63
7	25	30	352.54
7	26	31	352.18
7	27	29	380.11
7	28	32	371.1
7	29	30	349.16
7	30	23	383.16
7	31	26	378.51
8	1	24	397.35
8	2	24	407.03
8	3	24	415.99
8	4	30	407.01
8	5	28	409.37
8	6	29	397.93
8	7	29	368.36
8	8	29	332.01
8	9	28	333.01
8	10	24	339.01
8	11	23	385.01
8	12	23	385.01
8	13	26	377.01
8	14	27	380.01
8	15	30	430.01
8	16	23	410.01
8	17	20	417.01
8	18	22	419.01
8	19	15	429.01
8	20	15	402.01
8	21	16	441.01
8	22	22	430.01
8	23	21	437.01
8	24	15	424.01
8	25	18	482.01
8	26	16	522.01
8	27	16	463.01
8	28	13	473.01
8	29	10	457.01
8	30	13	523.01
8	31	11	536.01
9	1	12	586.01
9	2	9	584.01
9	3	11	534.01
9	4	11	549.01
9	5	9	568.01
9	6	12	554.01
9	7	12	576.01
9	8	13	586.01
9	9	15	562.01
9	10	14	527.01
9	11	13	565.01
9	12	14	575.01
9	13	14	583.99
9	14	17	520.39
9	15	16	518.99
9	16	14	495
9	17	13	529
9	18	14	519
9	19	12	536
9	20	12	534
9	21	12	504
9	22	13	477
9	23	12	507.01
9	24	11	490.01
9	25	14	476.01
9	26	13	476.01
9	27	10	502.01
9	28	7	580.01
9	29	6	558.01
9	30	7	667.01
10	1	7	692.01
10	2	8	688.01
10	3	8	702
10	4	4	742
10	5	4	763.64
10	6	2	762.01
10	7	3	749.01
10	8	3	751.01
10	9	3	734.01
10	10	1	720.01
10	11	3	747.01
10	12	3	753.01
10	13	2	758.01
10	14	2	740.01
10	15	2	754.01
10	16	2	723.01
10	17	1	698.01
10	18	2	733.11
10	19	2	793.84
10	20	5	772.74
10	21	4	728
10	22	2	747
10	23	2	788
10	24	5	774
10	25	8	762
10	26	4	771
10	27	1	794
10	28	0	787
10	29	5	788
10	30	6	782
10	31	6	786
11	1	4	767
11	2	5	766
11	3	6	752
11	4	8	749
11	5	6	748
11	6	3	760
11	7	-1	784
11	8	-3	807
11	9	1	771
11	10	5	697
11	11	6	714
11	12	5	695
11	13	5	725
11	14	5	767
11	15	7	748
11	16	6	784
11	17	2	802
11	18	1	851
11	19	5	821
11	20	1	840
11	21	0	816
11	22	-1	813
11	23	-2	819
11	24	-2	858
11	25	-7	905
11	26	-11	957
11	27	-15	967
11	28	-18	1068
11	29	-22	1088
11	30	-21	1113
12	1	-21	1133
12	2	-27	1117
12	3	-19	1043
12	4	-10	1010
12	5	-6	1002
12	6	-10	1004
12	7	-5	931.7
12	8	-4	924
12	9	-6	943
12	10	-6	972
12	11	-7	999
12	12	-12	1053
12	13	-14	975
12	14	-7	965.95
12	15	-8	974.03
12	16	-16	1012
12	17	-9	1019
12	18	-11	1045
12	19	-12	1012
12	20	-8	945.01
12	21	-10	935.01
12	22	-15	917
12	23	-10	972.01
12	24	-12	975.01
12	25	-9	959.01
12	26	-8	967.01
12	27	-8	949.79
12	28	-11	960
12	29	-9	971.02
12	30	-9	943
12	31	-13	969
1	1	-16	912
1	2	-9	949
1	3	-11	972
1	4	-11	964
1	5	-8	966
1	6	-6	947
1	7	-7	975
1	8	-4	941
1	9	-2	910
1	10	1	878.01
1	11	0	880.01
1	12	-3	878.99
1	13	0	868.01
1	14	-3	932.01
1	15	-6	1011.01
1	16	-17	1067.19
1	17	-14	1063.01
1	18	-5	1009.01
1	19	-3	983
1	20	-2	961.02
1	21	-4	996.01
1	22	-7	1048.01
1	23	-14	1119
1	24	-24	1091
1	25	-11	967
1	26	-8	858
1	27	-17	906
1	28	-13	839
1	29	-1	804
1	30	-1	823.01
1	31	-8	826.97
2	1	-4	885.78
2	2	0	862
2	3	0	890
2	4	1	855
2	5	-1	861
2	6	-2	920.99
2	7	-2	946.01
2	8	-2	873.01
2	9	-4	916.59
2	10	-11	945
2	11	-18	945
2	12	-19	949
2	13	-19	998
2	14	-20	1042
2	15	-19	1021.99
2	16	-19	1077.97
2	17	-23	1081.49
2	18	-26	1084.01
2	19	-26	1076.01
2	20	-23	1088.07
2	21	-15	1052.02
2	22	-18	1031.02
2	23	-17	1062.98
2	24	-12	1064.96
2	25	-19	1093.99
2	26	-18	1062.99
2	27	-10	1067.98
2	28	-13	1002.01
3	1	-16	977.86
3	2	-10	949.06
3	3	-7	925
3	4	-2	914
3	5	0	932.01
3	6	-3	949.01
3	7	-7	961.01
3	8	-2	910
3	9	-5	872.99
3	10	-3	806.01
3	11	-3	844.02
3	12	-4	850.02
3	13	-5	868.02
3	14	2	832.98
3	15	-1	836.01
3	16	-3	839
3	17	-3	873.02
3	18	0	871
3	19	1	865
3	20	0	854.95
3	21	-4	835.01
3	22	1	859.02
3	23	3	875.03
3	24	-1	902.02
3	25	-4	941
3	26	-7	900
3	27	-5	917.02
3	28	-3	873
3	29	-3	866.01
3	30	-1	873.99
3	31	-4	850
4	1	-4	831.02
4	2	4	806.01
4	3	4	818.99
4	4	4	775.98
4	5	5	780
4	6	2	759.99
4	7	3	781.01
4	8	3	776
4	9	4	805.01
4	10	3	849.02
4	11	3	837.01
4	12	3	830.99
4	13	1	825
4	14	3	867
4	15	5	852
4	16	6	808.01
4	17	8	769.06
4	18	9	693.02
4	19	6	764.99
4	20	6	805.99
4	21	10	777.98
4	22	9	776.37
