11	15	7	748
11	16	6	784
11	17	2	802
11	18	1	851
11	19	5	821
11	20	1	840
11	21	0	816
11	22	-1	813
11	23	-2	819
11	24	-2	858
11	25	-7	905
11	26	-11	957
11	27	-15	967
11	28	-18	1068
11	29	-22	1088
11	30	-21	1113
12	1	-21	1133
12	2	-27	1117
12	3	-19	1043
12	4	-10	1010
12	5	-6	1002
12	6	-10	1004
12	7	-5	931.7
12	8	-4	924
12	9	-6	943
12	10	-6	972
12	11	-7	999
12	12	-12	1053
12	13	-14	975
12	14	-7	965.95
12	15	-8	974.03
12	16	-16	1012
12	17	-9	1019
12	18	-11	1045
12	19	-12	1012
12	20	-8	945.01
12	21	-10	935.01
12	22	-15	917
12	23	-10	972.01
12	24	-12	975.01
12	25	-9	959.01
12	26	-8	967.01
12	27	-8	949.79
12	28	-11	960
12	29	-9	971.02
12	30	-9	943
12	31	-13	969
1	1	-16	912
1	2	-9	949
1	3	-11	972
1	4	-11	964
1	5	-8	966
1	6	-6	947
1	7	-7	975
1	8	-4	941
1	9	-2	910
1	10	1	878.01
1	11	0	880.01
1	12	-3	878.99
1	13	0	868.01
1	14	-3	932.01
1	15	-6	1011.01
1	16	-17	1067.19
1	17	-14	1063.01
1	18	-5	1009.01
1	19	-3	983
1	20	-2	961.02
1	21	-4	996.01
1	22	-7	1048.01
1	23	-14	1119
1	24	-24	1091
1	25	-11	967
1	26	-8	858
1	27	-17	906
1	28	-13	839
1	29	-1	804
1	30	-1	823.01
1	31	-8	826.97
2	1	-4	885.78
2	2	0	862
2	3	0	890
2	4	1	855
2	5	-1	861
2	6	-2	920.99
2	7	-2	946.01
2	8	-2	873.01
2	9	-4	916.59
2	10	-11	945
2	11	-18	945
2	12	-19	949
2	13	-19	998
2	14	-20	1042
2	15	-19	1021.99
2	16	-19	1077.97
2	17	-23	1081.49
2	18	-26	1084.01
2	19	-26	1076.01
2	20	-23	1088.07
2	21	-15	1052.02
2	22	-18	1031.02
2	23	-17	1062.98
2	24	-12	1064.96
2	25	-19	1093.99
2	26	-18	1062.99
2	27	-10	1067.98
2	28	-13	1002.01
3	1	-16	977.86
3	2	-10	949.06
3	3	-7	925
3	4	-2	914
3	5	0	932.01
3	6	-3	949.01
3	7	-7	961.01
3	8	-2	910
3	9	-5	872.99
3	10	-3	806.01
3	11	-3	844.02
3	12	-4	850.02
3	13	-5	868.02
3	14	2	832.98
3	15	-1	836.01
3	16	-3	839
3	17	-3	873.02
3	18	0	871
3	19	1	865
3	20	0	854.95
3	21	-4	835.01
3	22	1	859.02
3	23	3	875.03
