11	15	0	756.3
11	16	-1	700.14
11	17	3	735.13
11	18	4	738.17
11	19	4	687.96
11	20	4	708.1
11	21	5	692.05
11	22	5	692.06
11	23	4	714.08
11	24	5	731.12
11	25	5	718.1
11	26	3	766.29
11	27	4	740.16
11	28	5	736.19
11	29	4	742.14
11	30	2	747.22
12	1	4	740
12	2	5	726.01
12	3	5	742.02
12	4	4	752.01
12	5	0	786
12	6	-1	792
12	7	0	834
12	8	-1	767.01
12	9	-3	793
12	10	-1	802
12	11	-2	851
12	12	-3	845.01
12	13	-4	684
12	14	-17	975
12	15	-15	994
12	16	-16	948
12	17	-17	910
12	18	-19	1013
12	19	-18	980
12	20	-15	975
12	21	-12	1057.01
12	22	-14	1043
12	23	-7	904
12	24	0	814.01
12	25	-3	842
12	26	-1	842
12	27	1	835.02
12	28	-4	860.02
12	29	-7	860.03
12	30	-14	1017.15
12	31	-16	860.12
1	1	-19	1001.05
1	2	-22	1048.05
1	3	-20	1046.1
1	4	-17	984.06
1	5	-8	1016.05
1	6	-10	1042.06
1	7	-11	975.05
1	8	-9	973.05
1	9	-18	1052.06
1	10	-12	1085.06
1	11	-24	1113.06
1	12	-20	1033.05
1	13	-9	909.05
1	14	-9	899.05
1	15	-13	948.04
1	16	-8	979.04
1	17	-9	1045.04
1	18	-18	1110.52
1	19	-20	1063.08
1	20	-22	1056.07
1	21	-20	980.06
1	22	-19	1032.06
1	23	-24	1071.07
1	24	-23	1074.07
1	25	-18	1065.07
1	26	-23	1042.06
1	27	-26	1019
1	28	-21	997
1	29	-14	969
1	30	-8	1022
1	31	-6	996
2	1	-5	959
2	2	-4	938
2	3	-5	960
2	4	-5	898
2	5	-8	1048
2	6	-13	1090
2	7	-18	1075
2	8	-13	1064
2	9	-14	986
2	10	-9	978
2	11	-9	917
2	12	-8	993
2	13	-9	1024
2	14	-10	990
2	15	-8	985
2	16	-22	1010
2	17	-17	1017
2	18	-15	975
2	19	-14	1018.02
2	20	-18	1096
2	21	-16	1062
2	22	-13	1024
2	23	-7	936
2	24	-5	939
2	25	-16	954
2	26	-6	855
2	27	1	781
2	28	-1	728
3	1	0	782
3	2	0	808
3	3	-4	895
3	4	-6	928
3	5	-7	963
3	6	-10	999
3	7	-12	984
3	8	-9	943
3	9	-3	961
3	10	-5	940
3	11	1	873
3	12	-2	905
3	13	-4	910
3	14	-7	909
3	15	-8	857
3	16	-11	935
3	17	-16	969
3	18	-9	901
3	19	-4	871
3	20	3	838
3	21	2	803
3	22	0	862
3	23	-1	845
