4	23	6	746
4	24	8	708
4	25	12	588
4	26	15	585
4	27	16	544
4	28	17	497.78
4	29	17	451.94
4	30	9	325.09
5	1	11	305.39
5	2	12	307.47
5	3	16	311.36
5	4	14	262
5	5	15	255
5	6	13	285
5	7	16	288
5	8	14	281
5	9	15	264
5	10	12	272
5	11	14	281
5	12	13	324
5	13	13	369
5	14	5	377
5	15	4	393
5	16	8	396
5	17	12	373
5	18	13	367
5	19	14	336
5	20	14	326
5	21	14	334
5	22	15	332
5	23	15	321
5	24	15	304
5	25	16	323
5	26	18	322
5	27	19	317
5	28	17	321
5	29	18	312
5	30	17	294
5	31	20	229
6	1	23	232
6	2	21	221
6	3	17	278
6	4	14	290
6	5	12	298
6	6	13	329
6	7	13	290
6	8	12	250
6	9	16	252
6	10	18	260
6	11	19	219
6	12	22	269
6	13	24	266
6	14	18	280
6	15	18	327
6	16	17	325
6	17	10	417
6	18	15	415
6	19	15	472
6	20	16	477
6	21	16	464
6	22	19	436
6	23	17	481
6	24	20	454
6	25	19	471
6	26	20	460
6	27	22	452
6	28	22	459
6	29	20	478
6	30	21	466
7	1	23	451
7	2	22	425
7	3	18	423.77
7	4	13	437
7	5	13	448
7	6	14	474
7	7	16	440
7	8	20	428
7	9	21	355
7	10	21	430
7	11	21	414
7	12	20	427
7	13	22	433
7	14	19	435
7	15	22	446
7	16	22	439
7	17	24	468
7	18	23	470
7	19	23	479
7	20	22	500
7	21	20	414
7	22	19	511
7	23	20	518
7	24	23	487
7	25	22	475
7	26	21	474
7	27	17	473
7	28	21	442
7	29	21	441
7	30	22	472
7	31	22	402
8	1	21	362
8	2	18	367
8	3	16	382
8	4	20	382
8	5	20	380
8	6	18	383.98
8	7	17	382
8	8	18	378
8	9	19	376
8	10	20	377
8	11	19	376.19
8	12	19	372.96
8	13	18	380.74
8	14	16	406.6
8	15	16	454.66
8	16	16	453.61
8	17	20	467.65
8	18	16	486.11
8	19	17	435.64
8	20	15	452.71
8	21	14	426.6
8	22	16	414.61
8	23	18	406.52
8	24	16	438.57
8	25	17	448.6
8	26	17	357.43
8	27	20	355.54
8	28	18	279.44
8	29	19	234.38
8	30	19	243.49
8	31	15	324.49
9	1	16	249.38
9	2	17	338.49
9	3	20	381.56
9	4	20	282.43
9	5	16	349.55
9	6	17	398.63
9	7	17	309.39
9	8	15	406.98
9	9	18	414.14
9	10	18	465.28
9	11	16	467.11
9	12	12	444.06
9	13	11	473.03
9	14	16	470.22
9	15	17	428.25
9	16	15	427.8
9	17	13	490.39
9	18	11	472.19
9	19	11	462.3
9	20	14	463.8
9	21	13	466.69
9	22	14	465.27
9	23	15	454.31
9	24	13	409.2
9	25	9	440.27
9	26	8	463.23
9	27	15	456.08
9	28	13	482.37
9	29	9	508.88
9	30	6	447.46
10	1	6	564.54
10	2	6	679.5
10	3	2	697.88
10	4	8	690.01
10	5	9	656.94
10	6	6	653.44
10	7	4	662.15
10	8	9	701.78
10	9	4	643.7
10	10	3	656.86
10	11	2	656.86
10	12	3	631.82
10	13	3	640.85
10	14	1	679.93
10	15	2	674.04
10	16	4	672.96
10	17	4	692.04
10	18	4	684.03
10	19	4	674.94
10	20	7	667.84
10	21	4	689.89
10	22	6	700
10	23	5	685.17
10	24	5	703.09
10	25	4	677.74
10	26	6	686.85
10	27	7	615.76
10	28	8	644.83
10	29	5	678.94
10	30	-1	719.19
10	31	-2	713.31
11	1	-3	731.19
11	2	-2	709.04
11	3	-2	757.29
11	4	0	731.36
11	5	-3	638
11	6	-2	773.35
11	7	1	812.39
11	8	1	785.36
11	9	1	775.22
11	10	1	792.34
11	11	2	594.77
11	12	0	780.4
11	13	0	770.39
11	14	-1	763.45
11	15	0	756.3
11	16	-1	700.14
11	17	3	735.13
11	18	4	738.17
11	19	4	687.96
11	20	4	708.1
11	21	5	692.05
11	22	5	692.06
11	23	4	714.08
11	24	5	731.12
11	25	5	718.1
11	26	3	766.29
11	27	4	740.16
11	28	5	736.19
11	29	4	742.14
11	30	2	747.22
12	1	4	740
12	2	5	726.01
12	3	5	742.02
12	4	4	752.01
12	5	0	786
12	6	-1	792
12	7	0	834
12	8	-1	767.01
12	9	-3	793
12	10	-1	802
12	11	-2	851
12	12	-3	845.01
12	13	-4	684
12	14	-17	975
12	15	-15	994
12	16	-16	948
12	17	-17	910
12	18	-19	1013
12	19	-18	980
12	20	-15	975
12	21	-12	1057.01
12	22	-14	1043
12	23	-7	904
12	24	0	814.01
12	25	-3	842
12	26	-1	842
12	27	1	835.02
12	28	-4	860.02
12	29	-7	860.03
12	30	-14	1017.15
12	31	-16	860.12
1	1	-19	1001.05
1	2	-22	1048.05
1	3	-20	1046.1
1	4	-17	984.06
1	5	-8	1016.05
1	6	-10	1042.06
1	7	-11	975.05
1	8	-9	973.05
1	9	-18	1052.06
1	10	-12	1085.06
1	11	-24	1113.06
1	12	-20	1033.05
1	13	-9	909.05
1	14	-9	899.05
1	15	-13	948.04
1	16	-8	979.04
1	17	-9	1045.04
1	18	-18	1110.52
1	19	-20	1063.08
1	20	-22	1056.07
1	21	-20	980.06
1	22	-19	1032.06
1	23	-24	1071.07
1	24	-23	1074.07
1	25	-18	1065.07
1	26	-23	1042.06
1	27	-26	1019
1	28	-21	997
1	29	-14	969
1	30	-8	1022
1	31	-6	996
2	1	-5	959
2	2	-4	938
2	3	-5	960
2	4	-5	898
2	5	-8	1048
2	6	-13	1090
2	7	-18	1075
2	8	-13	1064
2	9	-14	986
2	10	-9	978
2	11	-9	917
2	12	-8	993
2	13	-9	1024
2	14	-10	990
2	15	-8	985
2	16	-22	1010
2	17	-17	1017
2	18	-15	975
2	19	-14	1018.02
2	20	-18	1096
2	21	-16	1062
2	22	-13	1024
2	23	-7	936
2	24	-5	939
2	25	-16	954
2	26	-6	855
2	27	1	781
2	28	-1	728
3	1	0	782
3	2	0	808
3	3	-4	895
3	4	-6	928
3	5	-7	963
3	6	-10	999
3	7	-12	984
3	8	-9	943
3	9	-3	961
3	10	-5	940
3	11	1	873
3	12	-2	905
3	13	-4	910
3	14	-7	909
3	15	-8	857
3	16	-11	935
3	17	-16	969
3	18	-9	901
3	19	-4	871
3	20	3	838
3	21	2	803
3	22	0	862
3	23	-1	845
3	24	0	859
3	25	-5	853
3	26	-1	866
3	27	3	806
3	28	4	774
3	29	4	774
3	30	3	765
3	31	6	757
4	1	7	730
4	2	8	746
4	3	9	741
4	4	7	754
4	5	6	759
4	6	9	734
4	7	5	750
4	8	4	796
4	9	3	756
4	10	9	722
4	11	11	713
4	12	8	731
4	13	7	739
4	14	7	725
4	15	5	686
4	16	9	654
4	17	8	664
4	18	6	725
4	19	7	742
4	20	6	688
4	21	10	668
4	22	8	687
